Name;Families;;
Onin;Austronesian;;
Onin Based Pidgin;Pidgin;;
Oniyan;Niger-Congo;;
Onjob;Trans-New Guinea;;
Ono;Trans-New Guinea;;
Onobasulu;Trans-New Guinea;;
Onondaga;Iroquoian;;
Ontenu;Trans-New Guinea;;
Ontong Java;Austronesian;;
Oorlams;Creole;;
Opao;Trans-New Guinea;;
Opata;Uto-Aztecan;;
Opo;Nilo-Saharan;;
Orake;Niger-Congo;;
Orang Kanaq;Austronesian;;
Orang Seletar;Austronesian;;
Oring;Niger-Congo;;
Oriya, Adivasi;Indo-European;;
Orma;Afro-Asiatic;;
Ormu;Austronesian;;
Ormuri;Indo-European;;
Oro;Niger-Congo;;
Oro Win;Chapacuran;;
Oroch;Tungusic;;
Oroha;Austronesian;;
Orok;Tungusic;;
Orokaiva;Trans-New Guinea;;
Oroko;Niger-Congo;;
Orokolo;Trans-New Guinea;;
Oromo, Borana-Arsi-Guji;Afro-Asiatic;;
Oromo, Eastern;Afro-Asiatic;;
Oromo, West Central;Afro-Asiatic;;
Orop;Austronesian;;
Oroqen;Tungusic;;
Orowe;Austronesian;;
Oruma;Niger-Congo;;
Orya;Tor-Kwerba;;
Osage;Siouan-Catawban;;
Osatu;Niger-Congo;;
Oshiwambo;Niger-Congo;;
Osing;Austronesian;;
Ososo;Niger-Congo;;
Ossetic;Indo-European;;
Ot Danum;Austronesian;;
Oti;Language isolate;;
Otomi, Eastern Highland;Otomanguean;;
Otomí, Estado de México;Otomanguean;;
Otomi, Ixtenco;Otomanguean;;
Otomi, Mezquital;Otomanguean;;
Otomi, Querétaro;Otomanguean;;
Otomi, Temoaya;Otomanguean;;
Otomi, Tenango;Otomanguean;;
Otomi, Texcatepec;Otomanguean;;
Otomi, Tilapa;Otomanguean;;
Otoro;Niger-Congo;;
Ottawa;Algic;;
Otuho;Nilo-Saharan;;
Otuke;Bororoan;;
Ouma;Austronesian;;
Oune;South Bougainville;;
Övdalian;Indo-European;;
Owa;Austronesian;;
Owenia;Trans-New Guinea;;
Owiniga;Arai (Left May);;
Oy;Austro-Asiatic;;
Oya’oya;Austronesian;;
Oyda;Afro-Asiatic;;
Oyuwu;Niger-Congo;;
Pa;Trans-New Guinea;;
Pa Di;Kra-Dai;;
Pa-Hng;Hmong-Mien;;
Pa’anci;Afro-Asiatic;;
Pa’o;Sino-Tibetan;;
Pááfang;Austronesian;;
Paakantyi;Australian;;
Paama;Austronesian;;
Paasaal;Niger-Congo;;
Pacahuara;Panoan;;
Pacoh;Austro-Asiatic;;
Padoe;Austronesian;;
Pagi;Border;;
Pagibete;Niger-Congo;;
Pagu;West Papuan;;
Pahari;Sino-Tibetan;;
Pahari-Potwari;Indo-European;;
Pahari, Kullu;Indo-European;;
Pahari, Mahasu;Indo-European;;
Pahi;Sepik;;
Pahlavani;Indo-European;;
Pai Tavytera;Tupian;;
Paicî;Austronesian;;
Paicoca;Tucanoan;;
Painara;Austronesian;;
Paipai;Cochimí-Yuman;;
Paiute, Northern;Uto-Aztecan;;
Paiwan;Austronesian;;
Pak-Tong;Austronesian;;
Pakaásnovos;Chapacuran;;
Pakanha;Australian;;
Paku;Austronesian;;
Pal;Trans-New Guinea;;
Palatinate Franconian;Indo-European;;
Palauan;Austronesian;;
Palaung, Ruching;Austro-Asiatic;;
Palaung, Rumai;Austro-Asiatic;;
Palaung, Shwe;Austro-Asiatic;;
Palawano, Brooke’s Point;Austronesian;;
Palawano, Central;Austronesian;;
Palawano, Southwest;Austronesian;;
Paleni;Niger-Congo;;
Palenquero;Creole;;
Pali;Indo-European;;
Palikúr;Maipurean;;
Paliyan;Dravidian;;
Pallanganmiddang;Australian;;
Paloor;Niger-Congo;;
Palu’e;Austronesian;;
Paluai;Austronesian;;
Palula;Indo-European;;
Pam;Niger-Congo;;
Pambia;Niger-Congo;;
Pame, Central;Otomanguean;;
Pame, Northern;Otomanguean;;
Pame, Southern;Otomanguean;;
Pamona;Austronesian;;
Pamosu;Trans-New Guinea;;
Pana;Niger-Congo;;
Pana;Niger-Congo;;
Panará;Jean;;
Panasuan;Austronesian;;
Panawa;Niger-Congo;;
Pancana;Austronesian;;
Panchpargania;Indo-European;;
Pande;Niger-Congo;;
Pangasinan;Austronesian;;
Pangkhua;Sino-Tibetan;;
Pangseng;Niger-Congo;;
Pangu;Niger-Congo;;
Pangwa;Niger-Congo;;
Pangwali;Indo-European;;
Panim;Trans-New Guinea;;
Paniya;Dravidian;;
Pankararé;Unclassified;;
Pankararú;Language isolate;;
Pannei;Austronesian;;
Pano;Austronesian;;
Panobo;Panoan;;
Pantar, Western;Trans-New Guinea;;
Papapana;Austronesian;;
Papar;Austronesian;;
Papasena;Lakes Plain;;
Papel;Niger-Congo;;
Papiamentu;Creole;;
Papora-Hoanya;Austronesian;;
Papuma;Austronesian;;
Parachi;Indo-European;;
Parakanã;Tupian;;
Paranan;Austronesian;;
Paranawát;Tupian;;
Paraujano;Maipurean;;
Parawen;Trans-New Guinea;;
Pardhan;Dravidian;;
Pardhi;Indo-European;;
Parecís;Maipurean;;
Parenga;Austro-Asiatic;;
Päri;Nilo-Saharan;;
Parkwa;Afro-Asiatic;;
Parsi-Dari;Indo-European;;
Parya;Indo-European;;
Pashai, Northeast;Indo-European;;
Pashai, Northwest;Indo-European;;
Pashai, Southeast;Indo-European;;
Pashai, Southwest;Indo-European;;
Pashto, Central;Indo-European;;
Pashto, Northern;Indo-European;;
Pashto, Southern;Indo-European;;
Pasi;Sepik;;
Patamuna;Cariban;;
Patani;Austronesian;;
Pataxó Hã-Ha-Hãe;Maxakalian;;
Patep;Austronesian;;
Pathiya;Dravidian;;
Patpatar;Austronesian;;
Pattani;Sino-Tibetan;;
Pattapu;Dravidian;;
Patwin;Wintuan;;
Paulohi;Austronesian;;
Paumarí;Arauan;;
Paunaka;Maipurean;;
Pauserna;Tupian;;
Pawaia;Trans-New Guinea;;
Pawnee;Caddoan;;
Pazeh;Austronesian;;
Pear;Austro-Asiatic;;
Pech;Chibchan;;
Pefiyahe;Sepik;;
Pekal;Austronesian;;
Pela;Sino-Tibetan;;
Pele-Ata;Yele-West New Britain;;
Pelende;Niger-Congo;;
Pemon;Cariban;;
Pémono;Cariban;;
Penan, Eastern;Austronesian;;
Penan, Western;Austronesian;;
Penchal;Austronesian;;
Pendau;Austronesian;;
Pengo;Dravidian;;
Penrhyn;Austronesian;;
Pentlatch;Salish;;
Perai;Austronesian;;
Pere;Niger-Congo;;
Pero;Afro-Asiatic;;
Persian, Iranian;Indo-European;;
Pesse;Afro-Asiatic;;
Petats;Austronesian;;
Petjo;Creole;;
Pévé;Afro-Asiatic;;
Phake;Kra-Dai;;
Phala;Sino-Tibetan;;
Phana’;Sino-Tibetan;;
Phangduwali;Sino-Tibetan;;
Phende;Niger-Congo;;
Phimbi;Niger-Congo;;
Phola;Sino-Tibetan;;
Phola, Alo;Sino-Tibetan;;
Pholo;Sino-Tibetan;;
Phong-Kniang;Austro-Asiatic;;
Phowa, Ani;Sino-Tibetan;;
Phowa, Hlepho;Sino-Tibetan;;
Phowa, Labo;Sino-Tibetan;;
Phu Thai;Kra-Dai;;
Phuan;Kra-Dai;;
Phudagi;Indo-European;;
Phuie;Niger-Congo;;
Phula;Sino-Tibetan;;
Phuma;Sino-Tibetan;;
Phunoi;Sino-Tibetan;;
Phuong;Austro-Asiatic;;
Phupa;Sino-Tibetan;;
Phupha;Sino-Tibetan;;
Phuza;Sino-Tibetan;;
Piame;Sepik;;
Piapoco;Maipurean;;
Piapung;Afro-Asiatic;;
Piaroa;Sálivan;;
Picard;Indo-European;;
Pidgin Bantu;Pidgin;;
Pidgin, Cameroon;Creole;;
Pidgin, Nigerian;Creole;;
Pidgin, Timor;Creole;;
Piedmontese;Indo-European;;
Pijao;Unclassified;;
Pije;Austronesian;;
Pijin;Creole;;
Pilagá;Guaykuruan;;
Pilcomayo Wichí;Matacoan;;
Pima Bajo;Uto-Aztecan;;
Pimbwe;Niger-Congo;;
Pin;Skou;;
Pinai-Hagahai;Piawi;;
Pingelapese;Austronesian;;
Pinghua, Northern;Sino-Tibetan;;
Pinghua, Southern;Sino-Tibetan;;
Pinigura;Australian;;
Pinjarup;Australian;;
Pinji;Niger-Congo;;
Pintiini;Australian;;
Pintupi-Luritja;Australian;;
Pinyin;Niger-Congo;;
Pirahã;Muran;;
Piratapuyo;Tucanoan;;
Pirlatapa;Australian;;
Piro;Kiowa-Tanoan;;
Pirriya;Australian;;
Pisabo;Panoan;;
Piscataway;Algic;;
Pitcairn-Norfolk;Creole;;
Pitjantjatjara;Australian;;
Pitta Pitta;Australian;;
Piu;Austronesian;;
Piya-Kwonci;Afro-Asiatic;;
Plautdietsch;Indo-European;;
Playero;Guajiboan;;
Pnar;Austro-Asiatic;;
Pochutec;Uto-Aztecan;;
Pogolo;Niger-Congo;;
Pohnpeian;Austronesian;;
Pokangá;Tucanoan;;
Poke;Niger-Congo;;
Pökoot;Nilo-Saharan;;
Pol;Niger-Congo;;
Polabian;Indo-European;;
Polari;Unclassified;;
Pole;Trans-New Guinea;;
Polish;Indo-European;;
Pom;Austronesian;;
Pomo, Central;Pomoan;;
Pomo, Eastern;Pomoan;;
Pomo, Northeastern;Pomoan;;
Pomo, Northern;Pomoan;;
Pomo, Southeastern;Pomoan;;
Pomo, Southern;Pomoan;;
Ponam;Austronesian;;
Pondi;Mongol-Langam;;
Ponosakan;Austronesian;;
Pontic;Indo-European;;
Popoloca, Coyotepec;Otomanguean;;
Popoloca, Mezontla;Otomanguean;;
Popoloca, San Felipe Otlaltepec;Otomanguean;;
Popoloca, San Juan Atzingo;Otomanguean;;
Popoloca, San Luís Temalacayuca;Otomanguean;;
Popoloca, San Marcos Tlacoyalco;Otomanguean;;
Popoloca, Santa Inés Ahuatempan;Otomanguean;;
Popoluca, Highland;Mixe-Zoquean;;
Popoluca, Oluta;Mixe-Zoquean;;
Popoluca, Sayula;Mixe-Zoquean;;
Popoluca, Texistepec;Mixe-Zoquean;;
Poqomam;Mayan;;
Poqomchi’;Mayan;;
Porohanon;Austronesian;;
Port Sandwich;Austronesian;;
Port Vato;Austronesian;;
Portuguese;Indo-European;;
Potawatomi;Algic;;
Potiguára;Tupian;;
Pouye;Sepik;;
Powari;Indo-European;;
Powhatan;Algic;;
Poyanáwa;Panoan;;
Prai;Austro-Asiatic;;
Prasuni;Indo-European;;
Principense;Creole;;
Prussian;Indo-European;;
Psikye;Afro-Asiatic;;
Puare;Skou;;
Puelche;Language isolate;;
Puinave;Puinavean;;
Pukapuka;Austronesian;;
Pulaar;Niger-Congo;;
Pulabu;Trans-New Guinea;;
Pular;Niger-Congo;;
Puluwatese;Austronesian;;
Puma;Sino-Tibetan;;
Pumé;Unclassified;;
Pumi, Northern;Sino-Tibetan;;
Pumi, Southern;Sino-Tibetan;;
Pumpokol;Yeniseian;;
Punan Aput;Austronesian;;
Punan Bah-Biau;Austronesian;;
Punan Batu;Austronesian;;
Punan Merah;Austronesian;;
Punan Merap;Austronesian;;
Punan Tubu;Austronesian;;
Punjabi, Eastern;Indo-European;;
Punjabi, Western;Indo-European;;
Punthamara;Australian;;
Punu;Niger-Congo;;
Puoc;Austro-Asiatic;;
Puquina;Language isolate;;
Puragi;Trans-New Guinea;;
Purari;Trans-New Guinea;;
Purepecha;Tarascan;;
Purepecha, Western Highland;Tarascan;;
Puri;Purian;;
Purig;Sino-Tibetan;;
Purisimeño;Chumashan;;
Puroik;Sino-Tibetan;;
Puruborá;Tupian;;
Purum;Sino-Tibetan;;
Putai;Afro-Asiatic;;
Putoh;Austronesian;;
Puyuma;Austronesian;;
Pwaamei;Austronesian;;
Pwapwâ;Austronesian;;
Pyam;Niger-Congo;;
Pye;Niger-Congo;;
Pyen;Sino-Tibetan;;
Pyu;Language isolate;;
Q’anjob’al;Mayan;;
Qabiao;Kra-Dai;;
Qaqet;East New Britain;;
Qau;Kra-Dai;;
Qawasqar;Kaweskaran;;
Qiang, Northern;Sino-Tibetan;;
Qiang, Southern;Sino-Tibetan;;
Qimant;Afro-Asiatic;;
Quapaw;Siouan-Catawban;;
Quechan;Cochimí-Yuman;;
Quechua, Ambo-Pasco;Quechuan;;
Quechua, Arequipa-La Unión;Quechuan;;
Quechua, Ayacucho;Quechuan;;
Quechua, Cajamarca;Quechuan;;
Quechua, Cajatambo North Lima;Quechuan;;
Quechua, Chachapoyas;Quechuan;;
Quechua, Chaupihuaranga;Quechuan;;
Quechua, Chincha;Quechuan;;
Quechua, Chiquián;Quechuan;;
Quechua, Corongo Ancash;Quechuan;;
Quechua, Cusco;Quechuan;;
Quechua, Eastern Apurímac;Quechuan;;
Quechua, Huallaga;Quechuan;;
Quechua, Huamalíes-Dos de Mayo;Quechuan;;
Quechua, Huaylas Ancash;Quechuan;;
Quechua, Huaylla Wanca;Quechuan;;
Quechua, Jauja Wanca;Quechuan;;
Quechua, Lambayeque;Quechuan;;
Quechua, Margos-Yarowilca-Lauricocha;Quechuan;;
Quechua, North Bolivian;Quechuan;;
Quechua, North Junín;Quechuan;;
Quechua, Northern Conchucos;Quechuan;;
Quechua, Pacaraos;Quechuan;;
Quechua, Panao;Quechuan;;
Quechua, Puno;Quechuan;;
Quechua, San Martín;Quechuan;;
Quechua, Santa Ana de Tusi Pasco;Quechuan;;
Quechua, Sihuas Ancash;Quechuan;;
Quechua, South Bolivian;Quechuan;;
Quechua, Southern Conchucos;Quechuan;;
Quechua, Southern Pastaza;Quechuan;;
Quechua, Yauyos;Quechuan;;
Queyu;Sino-Tibetan;;
Quichua, Calderón Highland;Quechuan;;
Quichua, Cañar Highland;Quechuan;;
Quichua, Chimborazo Highland;Quechuan;;
Quichua, Imbabura Highland;Quechuan;;
Quichua, Loja Highland;Quechuan;;
Quichua, Napo;Quechuan;;
Quichua, Northern Pastaza;Quechuan;;
Quichua, Salasaca Highland;Quechuan;;
Quichua, Santiago del Estero;Quechuan;;
Quichua, Tena Lowland;Quechuan;;
Quileute;Chimakuan;;
Quinault;Salish;;
Quiripi;Algic;;
Qꞌeqchiꞌ;Mayan;;
Rabha;Sino-Tibetan;;
Rade;Austronesian;;
Rahambuu;Austronesian;;
Rajbanshi;Indo-European;;
Raji;Sino-Tibetan;;
Rajong;Austronesian;;
Rakahanga-Manihiki;Austronesian;;
Rakhine;Sino-Tibetan;;
Ralte;Sino-Tibetan;;
Rama;Chibchan;;
Ramoaaina;Austronesian;;
Ramopa;North Bougainville;;
Rampi;Austronesian;;
Rang;Niger-Congo;;
Rangi;Niger-Congo;;
Rangkas;Sino-Tibetan;;
Ranglong;Sino-Tibetan;;
Rangpuri;Indo-European;;
Rao;Ramu-Lower Sepik;;
Rapa;Austronesian;;
Rapa Nui;Austronesian;;
Rapoisi;North Bougainville;;
Rapting;Trans-New Guinea;;
Rasawa;Lakes Plain;;
Ratagnon;Austronesian;;
Ratahan;Austronesian;;
Rathawi;Indo-European;;
Raute;Sino-Tibetan;;
Ravula;Dravidian;;
Rawa;Trans-New Guinea;;
Rawang;Sino-Tibetan;;
Rawat;Sino-Tibetan;;
Rawo;Skou;;
Razajerdi;Indo-European;;
Rāziḥī;Afro-Asiatic;;
Reel;Nilo-Saharan;;
Rejang;Austronesian;;
Reli;Indo-European;;
Rema;South-Central Papuan;;
Rembarrnga;Australian;;
Rembong;Austronesian;;
Remo;Panoan;;
Rempi;Trans-New Guinea;;
Remun;Austronesian;;
Rendille;Afro-Asiatic;;
Rengao;Austro-Asiatic;;
Rennell-Bellona;Austronesian;;
Repanbitip;Austronesian;;
Rer Bare;Unclassified;;
Rerau;Trans-New Guinea;;
Rerep;Austronesian;;
Reshe;Niger-Congo;;
Resígaro;Maipurean;;
Reta;Trans-New Guinea;;
Réunion French Creole;Creole;;
Reyesano;Tacanan;;
Riang;Sino-Tibetan;;
Riang Lai;Austro-Asiatic;;
Riang Lang;Austro-Asiatic;;
Riantana;Trans-New Guinea;;
Ribun;Austronesian;;
Rifao;Austronesian;;
Rigwe;Niger-Congo;;
Rikbaktsa;Language isolate;;
Rikou;Austronesian;;
Ripuarian;Indo-European;;
Ririo;Austronesian;;
Rishiwa;Niger-Congo;;
Ritharrngu;Australian;;
Riung;Austronesian;;
Rjili;Niger-Congo;;
Rmeet;Austro-Asiatic;;
Robambami;Niger-Congo;;
Roglai, Cacgia;Austronesian;;
Roglai, Northern;Austronesian;;
Roglai, Southern;Austronesian;;
Rogo;Niger-Congo;;
Rohingya;Indo-European;;
Rom;Afro-Asiatic;;
Roma;Austronesian;;
Romagnol;Indo-European;;
Romam;Austro-Asiatic;;
Romani, Balkan;Indo-European;;
Romani, Baltic;Indo-European;;
Romani, Carpathian;Indo-European;;
Romani, Kalo Finnish;Indo-European;;
Romani, Sinte;Indo-European;;
Romani, Tavringer;Mixed language;;
Romani, Vlax;Indo-European;;
Romani, Welsh;Indo-European;;
Romanian;Indo-European;;
Romanian, Istro;Indo-European;;
Romanian, Megleno;Indo-European;;
Romano-Greek;Mixed language;;
Romano-Serbian;Mixed language;;
Romansh;Indo-European;;
Romblomanon;Austronesian;;
Rombo;Niger-Congo;;
Romkun;Ramu-Lower Sepik;;
Ron;Afro-Asiatic;;
Ronga;Niger-Congo;;
Rongga;Austronesian;;
Rongpo;Sino-Tibetan;;
Roon;Austronesian;;
Rotokas;North Bougainville;;
Rotuman;Austronesian;;
Roviana;Austronesian;;
Rudbari;Indo-European;;
Ruga;Sino-Tibetan;;
Rukai;Austronesian;;
Ruma;Niger-Congo;;
Rumu;Trans-New Guinea;;
Rundi;Niger-Congo;;
Runga;Nilo-Saharan;;
Rungus;Austronesian;;
Rungwa;Niger-Congo;;
Ruruuli-Runyala;Niger-Congo;;
Russian;Indo-European;;
Rusyn;Indo-European;;
Ruthenian;Indo-European;;
Rutul;Nakh-Daghestanian;;
Ruund;Niger-Congo;;
Ruwila;Niger-Congo;;
Rwa;Niger-Congo;;
Sa;Austronesian;;
Sa’ban;Austronesian;;
Saafi-Saafi;Niger-Congo;;
Saam;Sino-Tibetan;;
Saami, Akkala;Uralic;;
Saami, Inari;Uralic;;
Saami, Kemi;Uralic;;
Saami, Kildin;Uralic;;
Saami, Lule;Uralic;;
Saami, North;Uralic;;
Saami, Pite;Uralic;;
Saami, Skolt;Uralic;;
Saami, South;Uralic;;
Saami, Ter;Uralic;;
Saami, Ume;Uralic;;
Saamya-Gwe;Niger-Congo;;
Saaroa;Austronesian;;
Saba;Afro-Asiatic;;
Sabanê;Nambikwara;;
Sabaot;Nilo-Saharan;;
Sabüm;Austro-Asiatic;;
Sadri;Indo-European;;
Sadri, Oraon;Indo-European;;
Saek;Kra-Dai;;
Saep;Trans-New Guinea;;
Safaliba;Niger-Congo;;
Safeyoka;Trans-New Guinea;;
Safwa;Niger-Congo;;
Sagala;Niger-Congo;;
Sagalla;Niger-Congo;;
Saho;Afro-Asiatic;;
Sahu;West Papuan;;
Saisiyat;Austronesian;;
Sajau Basap;Austronesian;;
Sakachep;Sino-Tibetan;;
Sakapulteko;Mayan;;
Sakata;Niger-Congo;;
Sake;Niger-Congo;;
Sakirabiá;Tupian;;
Sakizaya;Austronesian;;
Sala;Niger-Congo;;
Salampasu;Niger-Congo;;
Salar;Turkic;;
Salas;Austronesian;;
Salawati;Austronesian;;
Saleman;Austronesian;;
Saliba;Austronesian;;
Sáliba;Sálivan;;
Salinan;Language isolate;;
Sallands;Indo-European;;
Saluan;Austronesian;;
Salumá;Cariban;;
Sam;Trans-New Guinea;;
Sama;Trans-New Guinea;;
Sama, Balangingih;Austronesian;;
Sama, Central;Austronesian;;
Sama, Pangutaran;Austronesian;;
Sama, Southern;Austronesian;;
Samaritan Aramaic;Afro-Asiatic;;
Samaritan Hebrew;Afro-Asiatic;;
Samarokena;Tor-Kwerba;;
Samatao;Sino-Tibetan;;
Samay;Niger-Congo;;
Samba;Niger-Congo;;
Samba Daka;Niger-Congo;;
Samba Leko;Niger-Congo;;
Sambal;Austronesian;;
Sambal, Botolan;Austronesian;;
Sambalpuri;Indo-European;;
Sambe;Niger-Congo;;
Samberigi;Trans-New Guinea;;
Samburu;Nilo-Saharan;;
Samei;Sino-Tibetan;;
Samo;Trans-New Guinea;;
Samo, Matya;Niger-Congo;;
Samo, Maya;Niger-Congo;;
Samo, Southern;Niger-Congo;;
Samoan;Austronesian;;
Samogitian;Indo-European;;
Samosa;Trans-New Guinea;;
Sampang;Sino-Tibetan;;
Samre;Austro-Asiatic;;
Samtao;Austro-Asiatic;;
Samvedi;Indo-European;;
San Miguel French Creole;Creole;;
Sanapaná;Mascoyan;;
Sandawe;Language isolate;;
Sanga;Niger-Congo;;
Sanga;Niger-Congo;;
Sanggau;Austronesian;;
Sangil;Austronesian;;
Sangir;Austronesian;;
Sangisari;Indo-European;;
Sangkong;Sino-Tibetan;;
Sanglechi;Indo-European;;
Sango;Creole;;
Sango, Riverain;Creole;;
Sangu;Niger-Congo;;
Sangu;Niger-Congo;;
Sani;Sino-Tibetan;;
Sanie;Sino-Tibetan;;
Saniyo-Hiyewe;Sepik;;
Sanka;Chibchan;;
Sansi;Indo-European;;
Sanskrit;Indo-European;;
Santhali;Austro-Asiatic;;
Sanumá;Yanomaman;;
Sãotomense;Creole;;
Saparua;Austronesian;;
Sapé;Language isolate;;
Sapo;Niger-Congo;;
Saponi;Lakes Plain;;
Saposa;Austronesian;;
Sapuan;Austro-Asiatic;;
Sar;Nilo-Saharan;;
Sara Kaba;Nilo-Saharan;;
Saraiki;Indo-European;;
Saramaccan;Creole;;
Sarasira;Austronesian;;
Saraveca;Maipurean;;
Sardinian, Campidanese;Indo-European;;
Sardinian, Gallurese;Indo-European;;
Sardinian, Logudorese;Indo-European;;
Sardinian, Sassarese;Indo-European;;
Sari;Niger-Congo;;
Sarikoli;Indo-European;;
Sartang;Sino-Tibetan;;
Sarua;Afro-Asiatic;;
Sarudu;Austronesian;;
Saruga;Trans-New Guinea;;
Sasak;Austronesian;;
Sasaru;Niger-Congo;;
Satawalese;Austronesian;;
Sateré-Mawé;Tupian;;
Saterfriesisch;Indo-European;;
Sauri;East Geelvink Bay;;
Sauria Paharia;Dravidian;;
Sause;Tor-Kwerba;;
Savi;Indo-European;;
Savosavo;Central Solomons;;
Sawai;Austronesian;;
Saweru;West Papuan;;
Sawi;Trans-New Guinea;;
Sawila;Trans-New Guinea;;
Sawiyanu;Arai (Left May);;
Sawknah;Afro-Asiatic;;
Saxon, East Frisian Low;Indo-European;;
Saxon, Low;Indo-European;;
Saxon, Upper;Indo-European;;
Saya;Afro-Asiatic;;
Saꞌa;Austronesian;;
Scots;Indo-European;;
Scottish Gaelic;Indo-European;;
Sea Island English Creole;Creole;;
Seba;Niger-Congo;;
Sebat Bet Gurage;Afro-Asiatic;;
Seberuang;Austronesian;;
Sebop;Austronesian;;
Sechelt;Salish;;
Sedang;Austro-Asiatic;;
Sediq;Austronesian;;
Sedoa;Austronesian;;
Seenku;Niger-Congo;;
Segai;Austronesian;;
Segeju;Niger-Congo;;
Seimat;Austronesian;;
Seit-Kaitetu;Austronesian;;
Sekak;Austronesian;;
Sekani;Eyak-Athabaskan;;
Sekapan;Austronesian;;
Sekar;Austronesian;;
Seke;Sino-Tibetan;;
Seki;Niger-Congo;;
Seko Padang;Austronesian;;
Seko Tengah;Austronesian;;
Sekpele;Niger-Congo;;
Selaru;Austronesian;;
Selayar;Austronesian;;
Selee;Niger-Congo;;
Selepet;Trans-New Guinea;;
Selkup;Uralic;;
Seluwasan;Austronesian;;
Semai;Austro-Asiatic;;
Semandang;Austronesian;;
Semaq Beri;Austro-Asiatic;;
Semelai;Austro-Asiatic;;
Semimi;Mairasi;;
Semnam;Austro-Asiatic;;
Semnani;Indo-European;;
Sempan;Trans-New Guinea;;
Sena;Niger-Congo;;
Sena, Malawi;Niger-Congo;;
Senaya;Afro-Asiatic;;
Sene;Trans-New Guinea;;
Seneca;Iroquoian;;
Sened;Afro-Asiatic;;
Sengele;Niger-Congo;;
Sengo;Sepik;;
Sengseng;Austronesian;;
Senhaja Berber;Afro-Asiatic;;
Sénoufo, Cebaara;Niger-Congo;;
Sénoufo, Djimini;Niger-Congo;;
Sénoufo, Mamara;Niger-Congo;;
Sénoufo, Nanerigé;Niger-Congo;;
Sénoufo, Nyarafolo;Niger-Congo;;
Sénoufo, Palaka;Niger-Congo;;
Sénoufo, Senara;Niger-Congo;;
Sénoufo, Shempire;Niger-Congo;;
Sénoufo, Sìcìté;Niger-Congo;;
Sénoufo, Supyire;Niger-Congo;;
Sénoufo, Syenara;Niger-Congo;;
Sénoufo, Tagwana;Niger-Congo;;
Sensi;Panoan;;
Sentani;East Bird’s Head-Sentani;;
Sentinel;Andamanese;;
Sepa;Austronesian;;
Sepa;Austronesian;;
Sera;Austronesian;;
Serbian;Indo-European;;
Sere;Niger-Congo;;
Serer-Sine;Niger-Congo;;
Seri;Language isolate;;
Serili;Austronesian;;
Seroa;Tuu;;
Serrano;Uto-Aztecan;;
Serua;Austronesian;;
Serui-Laut;Austronesian;;
Seta;Torricelli;;
Setaman;Trans-New Guinea;;
Seti;Torricelli;;
Setswana;Niger-Congo;;
Settla;Pidgin;;
Sewa Bay;Austronesian;;
Seychelles French Creole;Creole;;
Seze;Afro-Asiatic;;
Sgi Bara;Trans-New Guinea;;
Shabak;Indo-European;;
Shabo;Language isolate;;
Shahmirzadi;Indo-European;;
Shahrudi;Indo-European;;
Shall-Zwall;Niger-Congo;;
Shama-Sambuga;Niger-Congo;;
Shamang;Niger-Congo;;
Shambala;Niger-Congo;;
Shan;Kra-Dai;;
Shanenawa;Panoan;;
Shanga;Niger-Congo;;
Sharanahua;Panoan;;
Sharwa;Afro-Asiatic;;
Shasta;Language isolate;;
Shatt;Nilo-Saharan;;
Shau;Niger-Congo;;
Shawi;Cahuapanan;;
Shawnee;Algic;;
She;Hmong-Mien;;
Shehri;Afro-Asiatic;;
Shekhawati;Indo-European;;
Shekkacho;Afro-Asiatic;;
Sheko;Afro-Asiatic;;
Shelta;Mixed language;;
Shendu;Sino-Tibetan;;
Sheni;Niger-Congo;;
Sherbro;Niger-Congo;;
Sherdukpen;Sino-Tibetan;;
Sherpa;Sino-Tibetan;;
Shi;Niger-Congo;;
Shiki;Niger-Congo;;
Shilluk;Nilo-Saharan;;
Shina;Indo-European;;
Shina, Kohistani;Indo-European;;
Shipibo-Conibo;Panoan;;
Sholaga;Dravidian;;
Shom Peng;Austro-Asiatic;;
Shona;Niger-Congo;;
Shoo-Minda-Nye;Niger-Congo;;
Shor;Turkic;;
Shoshoni;Uto-Aztecan;;
Shua;Khoe-Kwadi;;
Shuadit;Indo-European;;
Shuar;Jivaroan;;
Shubi;Niger-Congo;;
Shughni;Indo-European;;
Shuhi;Sino-Tibetan;;
Shumashti;Indo-European;;
Shumcho;Sino-Tibetan;;
Shuswap;Salish;;
Shwai;Niger-Congo;;
Sialum;Trans-New Guinea;;
Siamou;Niger-Congo;;
Siane;Trans-New Guinea;;
Siang;Austronesian;;
Siar-Lak;Austronesian;;
Siawi;Amto-Musan;;
Sibe;South Bougainville;;
Siberian Tatar;Turkic;;
Sicilian;Indo-European;;
Sidaama;Afro-Asiatic;;
Sie;Austronesian;;
Sighu;Niger-Congo;;
Sihan;Austronesian;;
Sihan;Trans-New Guinea;;
Sika;Austronesian;;
Sikaiana;Austronesian;;
Sikaritai;Lakes Plain;;
Sikiana;Cariban;;
Sikkimese;Sino-Tibetan;;
Sikule;Austronesian;;
Sila;Sino-Tibetan;;
Silesian;Indo-European;;
Silesian, Lower;Indo-European;;
Silimo;Trans-New Guinea;;
Siliput;Torricelli;;
Silopi;Trans-New Guinea;;
Silt’e;Afro-Asiatic;;
Simaa;Niger-Congo;;
Simba;Niger-Congo;;
Simbali;East New Britain;;
